PEPMASS	CHARGE	MSLEVEL	SOURCE_INSTRUMENT	FILENAME	SEQ	IONMODE	ORGANISM	NAME	PI	DATACOLLECTOR	SMILES	INCHI	INCHIAUX	PUBMED	SUBMITUSER	LIBRARYQUALITY	SPECTRUMID	SCANS	Monohydroxy	3-OH	3a-OH	7a-OH	7b-OH	Dihydroxy	1-ketone	3,12a-OH; 7,12a-OH	3,12a-OH	7,12a-OH	3,7-OH; 3,6-OH; 3,12b-OH; 7,12b-OH	3,7-OH; 3,12b-OH; 7,12b-OH	3,6-OH	3,7-OH	3,12b-OH; 7,12b-OH	Trihydroxy	All_ketone	3k_7or12_OH	3a_12k	3,7a,12a	3,6,7-OH	3,6b,7b-OH	3,6a,7a-OH	3,6b,7a-OH; 3,6a,7b-OH	3,6b,7a-OH	3,6a,7b-OH	1-OH-Sidechain; 1-OH-core	group	mono_gt	di_gt	tri_gt	di_1_sc_oh	ADDUCT
473.324	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA05_BA5_01_17227.mzXML	*..*	Positive	BILELIB19	"""(2S,3S)-6-((3R,5S,7R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)-3-hydroxy-2-methylheptanoic acid"" M+Na"	Dorrestein	Emily Gentry	[H][C@]12C[C@@H](O)[C@]3([C@@H]([C@]4(C)CC[C@@H]3[C@@]1(C)CC[C@@H](O)C2)CC[C@@H]4C(CC[C@H](O)[C@H](C)C(O)=O)C)[H]	"""InChI=1S/C27H46O5/c1-15(5-8-22(29)16(2)25(31)32)19-6-7-20-24-21(10-12-27(19,20)4)26(3)11-9-18(28)13-17(26)14-23(24)30/h15-24,28-30H,5-14H2,1-4H3,(H,31,32)/t15?,16-,17-,18+,19+,20-,21-,22-,23+,24-,26-,27+/m0/s1"""			mpanitchpakdi	1	CCMSLIB00005464665	198	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	1.0	M+Na
415.321	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA05_BA5_01_17227.mzXML	*..*	Positive	BILELIB19	"""(2S,3S)-6-((3R,5S,7R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)-3-hydroxy-2-methylheptanoic acid"" M-2H2O+H"	Dorrestein	Emily Gentry	[H][C@]12C[C@@H](O)[C@]3([C@@H]([C@]4(C)CC[C@@H]3[C@@]1(C)CC[C@@H](O)C2)CC[C@@H]4C(CC[C@H](O)[C@H](C)C(O)=O)C)[H]	"""InChI=1S/C27H46O5/c1-15(5-8-22(29)16(2)25(31)32)19-6-7-20-24-21(10-12-27(19,20)4)26(3)11-9-18(28)13-17(26)14-23(24)30/h15-24,28-30H,5-14H2,1-4H3,(H,31,32)/t15?,16-,17-,18+,19+,20-,21-,22-,23+,24-,26-,27+/m0/s1"""			mpanitchpakdi	1	CCMSLIB00005464666	199	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	1.0	M-2H2O+H
901.676	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA05_BA5_01_17227.mzXML	*..*	Positive	BILELIB19	"""(2S,3S)-6-((3R,5S,7R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)-3-hydroxy-2-methylheptanoic acid"" 2M+H"	Dorrestein	Emily Gentry	[H][C@]12C[C@@H](O)[C@]3([C@@H]([C@]4(C)CC[C@@H]3[C@@]1(C)CC[C@@H](O)C2)CC[C@@H]4C(CC[C@H](O)[C@H](C)C(O)=O)C)[H]	"""InChI=1S/C27H46O5/c1-15(5-8-22(29)16(2)25(31)32)19-6-7-20-24-21(10-12-27(19,20)4)26(3)11-9-18(28)13-17(26)14-23(24)30/h15-24,28-30H,5-14H2,1-4H3,(H,31,32)/t15?,16-,17-,18+,19+,20-,21-,22-,23+,24-,26-,27+/m0/s1"""			mpanitchpakdi	1	CCMSLIB00005464667	200	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1		0.0	1.0	0.0	1.0	2M+H
375.289	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA06_BA6_01_17228.mzXML	*..*	Positive	BILELIB19	"""(4R)-4-((5S,7R,9S,10S,12S,13R,14S,17R)-7,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"" M-H2O+H"	Dorrestein	Emily Gentry	[H][C@@]1([C@H](O)C[C@H]2[C@]3(C)CCCC2)[C@@H]3C[C@H](O)[C@@]4(C)[C@H]1CC[C@@H]4[C@@H](CCC(O)=O)C	"""InChI=1S/C24H40O4/c1-14(7-10-21(27)28)16-8-9-17-22-18(13-20(26)24(16,17)3)23(2)11-5-4-6-15(23)12-19(22)25/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464668	201	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0		0.0	1.0	0.0	0.0	M-H2O+H
807.575	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA06_BA6_01_17228.mzXML	*..*	Positive	BILELIB19	"""(4R)-4-((5S,7R,9S,10S,12S,13R,14S,17R)-7,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"" 2M+Na"	Dorrestein	Emily Gentry	[H][C@@]1([C@H](O)C[C@H]2[C@]3(C)CCCC2)[C@@H]3C[C@H](O)[C@@]4(C)[C@H]1CC[C@@H]4[C@@H](CCC(O)=O)C	"""InChI=1S/C24H40O4/c1-14(7-10-21(27)28)16-8-9-17-22-18(13-20(26)24(16,17)3)23(2)11-5-4-6-15(23)12-19(22)25/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464669	202	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	2M+Na
415.282	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA06_BA6_01_17228.mzXML	*..*	Positive	BILELIB19	"""(4R)-4-((5S,7R,9S,10S,12S,13R,14S,17R)-7,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"" M+Na"	Dorrestein	Emily Gentry	[H][C@@]1([C@H](O)C[C@H]2[C@]3(C)CCCC2)[C@@H]3C[C@H](O)[C@@]4(C)[C@H]1CC[C@@H]4[C@@H](CCC(O)=O)C	"""InChI=1S/C24H40O4/c1-14(7-10-21(27)28)16-8-9-17-22-18(13-20(26)24(16,17)3)23(2)11-5-4-6-15(23)12-19(22)25/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464670	203	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M+Na
357.279	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA06_BA6_01_17228.mzXML	*..*	Positive	BILELIB19	"""(4R)-4-((5S,7R,9S,10S,12S,13R,14S,17R)-7,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"" M-2H2O+H"	Dorrestein	Emily Gentry	[H][C@@]1([C@H](O)C[C@H]2[C@]3(C)CCCC2)[C@@H]3C[C@H](O)[C@@]4(C)[C@H]1CC[C@@H]4[C@@H](CCC(O)=O)C	"""InChI=1S/C24H40O4/c1-14(7-10-21(27)28)16-8-9-17-22-18(13-20(26)24(16,17)3)23(2)11-5-4-6-15(23)12-19(22)25/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464671	204	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M-2H2O+H
785.593	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA06_BA6_01_17228.mzXML	*..*	Positive	BILELIB19	"""(4R)-4-((5S,7R,9S,10S,12S,13R,14S,17R)-7,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"" 2M+H"	Dorrestein	Emily Gentry	[H][C@@]1([C@H](O)C[C@H]2[C@]3(C)CCCC2)[C@@H]3C[C@H](O)[C@@]4(C)[C@H]1CC[C@@H]4[C@@H](CCC(O)=O)C	"""InChI=1S/C24H40O4/c1-14(7-10-21(27)28)16-8-9-17-22-18(13-20(26)24(16,17)3)23(2)11-5-4-6-15(23)12-19(22)25/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464672	205	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0		0.0	1.0	0.0	0.0	2M+H
391.284	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA07_BA7_01_17229.mzXML	*..*	Positive	BILELIB19	"""(4R)-4-((1R,3S,5S,7R,9S,10S,13R,14S,17R)-1,3,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"" M-H2O+H"	Dorrestein	Emily Gentry	[H][C@@]1([C@H](O)C[C@H]2[C@]3(C)[C@H](O)C[C@@H](O)C2)[C@@H]3CC[C@@]4(C)[C@H]1CC[C@@H]4[C@@H](CCC(O)=O)C	"""InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(8-9-23(16,17)2)24(3)14(11-19(22)26)10-15(25)12-20(24)27/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15+,16-,17+,18+,19-,20-,22+,23-,24+/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464673	206	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0		0.0	0.0	1.0	0.0	M-H2O+H
839.564	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA07_BA7_01_17229.mzXML	*..*	Positive	BILELIB19	"""(4R)-4-((1R,3S,5S,7R,9S,10S,13R,14S,17R)-1,3,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"" 2M+Na"	Dorrestein	Emily Gentry	[H][C@@]1([C@H](O)C[C@H]2[C@]3(C)[C@H](O)C[C@@H](O)C2)[C@@H]3CC[C@@]4(C)[C@H]1CC[C@@H]4[C@@H](CCC(O)=O)C	"""InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(8-9-23(16,17)2)24(3)14(11-19(22)26)10-15(25)12-20(24)27/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15+,16-,17+,18+,19-,20-,22+,23-,24+/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464674	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	2M+Na
373.274	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA07_BA7_01_17229.mzXML	*..*	Positive	BILELIB19	"""(4R)-4-((1R,3S,5S,7R,9S,10S,13R,14S,17R)-1,3,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"" M-2H2O+H"	Dorrestein	Emily Gentry	[H][C@@]1([C@H](O)C[C@H]2[C@]3(C)[C@H](O)C[C@@H](O)C2)[C@@H]3CC[C@@]4(C)[C@H]1CC[C@@H]4[C@@H](CCC(O)=O)C	"""InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(8-9-23(16,17)2)24(3)14(11-19(22)26)10-15(25)12-20(24)27/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15+,16-,17+,18+,19-,20-,22+,23-,24+/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464675	208	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0		0.0	0.0	1.0	0.0	M-2H2O+H
817.582	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA07_BA7_01_17229.mzXML	*..*	Positive	BILELIB19	"""(4R)-4-((1R,3S,5S,7R,9S,10S,13R,14S,17R)-1,3,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"" 2M+H"	Dorrestein	Emily Gentry	[H][C@@]1([C@H](O)C[C@H]2[C@]3(C)[C@H](O)C[C@@H](O)C2)[C@@H]3CC[C@@]4(C)[C@H]1CC[C@@H]4[C@@H](CCC(O)=O)C	"""InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(8-9-23(16,17)2)24(3)14(11-19(22)26)10-15(25)12-20(24)27/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15+,16-,17+,18+,19-,20-,22+,23-,24+/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464676	209	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	2M+H
516.299	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA09_BA9_01_17231.mzXML	*..*	Positive	BILELIB19	"""2-((4R)-4-((3R,5S,7R,9S,10S,13S,14S,16R)-3,7,16-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"" M+H"	Dorrestein	Emily Gentry	[H][C@@]1([C@H](O)C[C@@H]2[C@]1(C)CC[C@H]3[C@]2([C@H](O)C[C@H]4[C@]3(C)CC[C@@H](O)C4)[H])[C@@H](CCC(NCCS(=O)(O)=O)=O)C	"""InChI=1S/C26H45NO7S/c1-15(4-5-22(31)27-10-11-35(32,33)34)24-21(30)14-19-23-18(7-9-26(19,24)3)25(2)8-6-17(28)12-16(25)13-20(23)29/h15-21,23-24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18+,19+,20-,21-,23-,24+,25+,26+/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464681	214	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3a7a16a	0.0	0.0	1.0	0.0	M+H
498.288	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA09_BA9_01_17231.mzXML	*..*	Positive	BILELIB19	"""2-((4R)-4-((3R,5S,7R,9S,10S,13S,14S,16R)-3,7,16-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"" M-H2O+H"	Dorrestein	Emily Gentry	[H][C@@]1([C@H](O)C[C@@H]2[C@]1(C)CC[C@H]3[C@]2([C@H](O)C[C@H]4[C@]3(C)CC[C@@H](O)C4)[H])[C@@H](CCC(NCCS(=O)(O)=O)=O)C	"""InChI=1S/C26H45NO7S/c1-15(4-5-22(31)27-10-11-35(32,33)34)24-21(30)14-19-23-18(7-9-26(19,24)3)25(2)8-6-17(28)12-16(25)13-20(23)29/h15-21,23-24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18+,19+,20-,21-,23-,24+,25+,26+/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464682	215	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	M-H2O+H
1053.57	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA09_BA9_01_17231.mzXML	*..*	Positive	BILELIB19	"""2-((4R)-4-((3R,5S,7R,9S,10S,13S,14S,16R)-3,7,16-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"" 2M+Na"	Dorrestein	Emily Gentry	[H][C@@]1([C@H](O)C[C@@H]2[C@]1(C)CC[C@H]3[C@]2([C@H](O)C[C@H]4[C@]3(C)CC[C@@H](O)C4)[H])[C@@H](CCC(NCCS(=O)(O)=O)=O)C	"""InChI=1S/C26H45NO7S/c1-15(4-5-22(31)27-10-11-35(32,33)34)24-21(30)14-19-23-18(7-9-26(19,24)3)25(2)8-6-17(28)12-16(25)13-20(23)29/h15-21,23-24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18+,19+,20-,21-,23-,24+,25+,26+/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464683	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	2M+Na
538.281	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA09_BA9_01_17231.mzXML	*..*	Positive	BILELIB19	"""2-((4R)-4-((3R,5S,7R,9S,10S,13S,14S,16R)-3,7,16-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"" M+Na"	Dorrestein	Emily Gentry	[H][C@@]1([C@H](O)C[C@@H]2[C@]1(C)CC[C@H]3[C@]2([C@H](O)C[C@H]4[C@]3(C)CC[C@@H](O)C4)[H])[C@@H](CCC(NCCS(=O)(O)=O)=O)C	"""InChI=1S/C26H45NO7S/c1-15(4-5-22(31)27-10-11-35(32,33)34)24-21(30)14-19-23-18(7-9-26(19,24)3)25(2)8-6-17(28)12-16(25)13-20(23)29/h15-21,23-24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18+,19+,20-,21-,23-,24+,25+,26+/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464684	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3a7a16a	0.0	0.0	1.0	0.0	M+Na
480.278	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA09_BA9_01_17231.mzXML	*..*	Positive	BILELIB19	"""2-((4R)-4-((3R,5S,7R,9S,10S,13S,14S,16R)-3,7,16-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"" M-2H2O+H"	Dorrestein	Emily Gentry	[H][C@@]1([C@H](O)C[C@@H]2[C@]1(C)CC[C@H]3[C@]2([C@H](O)C[C@H]4[C@]3(C)CC[C@@H](O)C4)[H])[C@@H](CCC(NCCS(=O)(O)=O)=O)C	"""InChI=1S/C26H45NO7S/c1-15(4-5-22(31)27-10-11-35(32,33)34)24-21(30)14-19-23-18(7-9-26(19,24)3)25(2)8-6-17(28)12-16(25)13-20(23)29/h15-21,23-24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18+,19+,20-,21-,23-,24+,25+,26+/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464685	218	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	M-2H2O+H
1031.59	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA09_BA9_01_17231.mzXML	*..*	Positive	BILELIB19	"""2-((4R)-4-((3R,5S,7R,9S,10S,13S,14S,16R)-3,7,16-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"" 2M+H"	Dorrestein	Emily Gentry	[H][C@@]1([C@H](O)C[C@@H]2[C@]1(C)CC[C@H]3[C@]2([C@H](O)C[C@H]4[C@]3(C)CC[C@@H](O)C4)[H])[C@@H](CCC(NCCS(=O)(O)=O)=O)C	"""InChI=1S/C26H45NO7S/c1-15(4-5-22(31)27-10-11-35(32,33)34)24-21(30)14-19-23-18(7-9-26(19,24)3)25(2)8-6-17(28)12-16(25)13-20(23)29/h15-21,23-24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)/t15-,16+,17-,18+,19+,20-,21-,23-,24+,25+,26+/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464686	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0		0.0	0.0	1.0	0.0	2M+H
375.289	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA10_BA10_01_17232.mzXML	*..*	Positive	BILELIB19	"""(4R)-4-((3R,5R,6S,9S,10R,13R,14S,17R)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"" M-H2O+H"	Dorrestein	Emily Gentry	[H][C@]12[C@@H](O)C[C@]3([C@@H]([C@]4(C)CC[C@@H]3[C@@]1(C)CC[C@@H](O)C2)CC[C@@H]4[C@@H](CCC(O)=O)C)[H]	"""InChI=1S/C24H40O4/c1-14(4-7-22(27)28)17-5-6-18-16-13-21(26)20-12-15(25)8-10-24(20,3)19(16)9-11-23(17,18)2/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16+,17-,18+,19+,20+,21+,23-,24-/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464687	220	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M-H2O+H
357.279	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA10_BA10_01_17232.mzXML	*..*	Positive	BILELIB19	"""(4R)-4-((3R,5R,6S,9S,10R,13R,14S,17R)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"" M-2H2O+H"	Dorrestein	Emily Gentry	[H][C@]12[C@@H](O)C[C@]3([C@@H]([C@]4(C)CC[C@@H]3[C@@]1(C)CC[C@@H](O)C2)CC[C@@H]4[C@@H](CCC(O)=O)C)[H]	"""InChI=1S/C24H40O4/c1-14(4-7-22(27)28)17-5-6-18-16-13-21(26)20-12-15(25)8-10-24(20,3)19(16)9-11-23(17,18)2/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16+,17-,18+,19+,20+,21+,23-,24-/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464688	221	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M-2H2O+H
785.593	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA10_BA10_01_17232.mzXML	*..*	Positive	BILELIB19	"""(4R)-4-((3R,5R,6S,9S,10R,13R,14S,17R)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid"" 2M+H"	Dorrestein	Emily Gentry	[H][C@]12[C@@H](O)C[C@]3([C@@H]([C@]4(C)CC[C@@H]3[C@@]1(C)CC[C@@H](O)C2)CC[C@@H]4[C@@H](CCC(O)=O)C)[H]	"""InChI=1S/C24H40O4/c1-14(4-7-22(27)28)17-5-6-18-16-13-21(26)20-12-15(25)8-10-24(20,3)19(16)9-11-23(17,18)2/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16+,17-,18+,19+,20+,21+,23-,24-/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464689	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0		0.0	1.0	0.0	0.0	2M+H
500.304	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA101_GC1_01_17338.mzXML	*..*	Positive	BILELIB19	"""2-((4R)-4-((3R,5R,6R,8S,9S,10R,13R,17R)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"" M+H"	Dorrestein	Emily Gentry	C[C@@H]([C@H]1CC[C@]2([H])[C@]1(C)CC[C@@]3([H])[C@@]2([H])C[C@@H](O)[C@@]4([H])[C@]3(C)CC[C@@H](O)C4)CCC(NCCS(=O)(O)=O)=O	"""InChI=1S/C26H45NO6S/c1-16(4-7-24(30)27-12-13-34(31,32)33)19-5-6-20-18-15-23(29)22-14-17(28)8-10-26(22,3)21(18)9-11-25(19,20)2/h16-23,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16-,17-,18+,19-,20+,21+,22+,23-,25-,26-/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464690	223	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3a6b	0.0	1.0	0.0	0.0	M+H
482.293	1	2	ESI-qTof	emgentry/RBAs_POS_mzXML_including_add32/BA101_GC1_01_17338.mzXML	*..*	Positive	BILELIB19	"""2-((4R)-4-((3R,5R,6R,8S,9S,10R,13R,17R)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanamido)ethane-1-sulfonic acid"" M-H2O+H"	Dorrestein	Emily Gentry	C[C@@H]([C@H]1CC[C@]2([H])[C@]1(C)CC[C@@]3([H])[C@@]2([H])C[C@@H](O)[C@@]4([H])[C@]3(C)CC[C@@H](O)C4)CCC(NCCS(=O)(O)=O)=O	"""InChI=1S/C26H45NO6S/c1-16(4-7-24(30)27-12-13-34(31,32)33)19-5-6-20-18-15-23(29)22-14-17(28)8-10-26(22,3)21(18)9-11-25(19,20)2/h16-23,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16-,17-,18+,19-,20+,21+,22+,23-,25-,26-/m1/s1"""			mpanitchpakdi	1	CCMSLIB00005464691	224	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0		0.0	1.0	0.0	0.0	M-H2O+H
